Country,Player,Year,Own_goal
Czechoslovakia,Vladislav Lauda,1985,FALSE
Germany,Karl-Heinz Rummenigge,1985,FALSE
Sweden,Robert Prytz,1985,FALSE
Malta,Leonard Farrugia,1985,FALSE
Sweden,Glenn StrÇômberg,1985,FALSE
Netherlands,Peter Houtman,1985,FALSE
Netherlands,Rob de Wit,1985,FALSE
Belgium,Georges GrÇ¬n,1985,FALSE
Scotland,Davie Cooper,1985,FALSE
Scotland,Frank McAvennie,1985,FALSE
Iraq,Hussein Saeed,1985,FALSE
Iraq,Shaker Mahmoud,1985,FALSE
Syria,Walid Abu Al-Sel,1985,FALSE
Iraq,Khalil Allawi,1985,FALSE
Senegal,Thierno Youm,1986,FALSE
Ivory Coast,Abdoulaye TraorÇ¸,1986,FALSE
Ivory Coast,Abdoulaye TraorÇ¸,1986,FALSE
Ivory Coast,Kouassi N'Dri,1986,FALSE
Cameroon,Roger Milla,1986,FALSE
Zambia,Michael Chabala,1986,FALSE
Cameroon,Louis-Paul M'FÇ¸dÇ¸,1986,FALSE
Zambia,Kalusha Bwalya,1986,FALSE
Cameroon,Louis-Paul M'FÇ¸dÇ¸,1986,FALSE
Egypt,Shawky Gharieb,1986,FALSE
Egypt,Gamal Abdelhamid,1986,FALSE
Senegal,Pape Fall,1986,FALSE
Senegal,Jules BocandÇ¸,1986,FALSE
Morocco,Abdelkrim Merry,1986,FALSE
Cameroon,Roger Milla,1986,FALSE
Egypt,Taher Abouzeid,1986,FALSE
Egypt,Taher Abouzeid,1986,FALSE
Ivory Coast,Abdoulaye TraorÇ¸,1986,FALSE
Algeria,Rabah Madjer,1986,FALSE
Cameroon,Andre¸ Kana-Biyik,1986,FALSE
Cameroon,Andre¸ Kana-Biyik,1986,FALSE
Cameroon,Roger Milla,1986,FALSE
Algeria,Karim Maroc,1986,FALSE
Morocco,Jones Chilengi,1986,TRUE
Cameroon,Roger Milla,1986,FALSE
Egypt,Taher Abouzeid,1986,FALSE
Ivory Coast,Oumar Ben Salah,1986,FALSE
Ivory Coast,Lucien Kassi-Kouadio,1986,FALSE
Morocco,Abdelfettah Rhiati,1986,FALSE
Ivory Coast,Lucien Kassi-Kouadio,1986,FALSE
Morocco,Mohammed Sahil,1986,FALSE
Italy,Alessandro Altobelli,1986,FALSE
Bulgaria,Nasko Sirakov,1986,FALSE
France,Jean-Pierre Papin,1986,FALSE
Brazil,SÇücrates,1986,FALSE
Argentina,Jorge Valdano,1986,FALSE
Argentina,Oscar Ruggeri,1986,FALSE
Argentina,Jorge Valdano,1986,FALSE
South Korea,Park Chang-Sun,1986,FALSE
Russia,Pavlo Yakovenko,1986,FALSE
Russia,Sergei Aleinikov,1986,FALSE
Russia,Igor Belanov,1986,FALSE
Russia,Ivan Yaremchuk,1986,FALSE
Russia,LÇ­szlÇü Dajka,1986,TRUE
Russia,Sergey Rodionov,1986,FALSE
Northern Ireland,Norman Whiteside,1986,FALSE
Algeria,Djamel Zidane,1986,FALSE
Mexico,Fernando Quirarte,1986,FALSE
Mexico,Hugo Sanchez,1986,FALSE
Belgium,Erwin Vandenbergh,1986,FALSE
Portugal,Carlos Manuel,1986,FALSE
Paraguay,Julio CÇ¸sar Romero,1986,FALSE
Denmark,Preben Elkjaer,1986,FALSE
Uruguay,Antonio Alzamendi,1986,FALSE
Germany,Klaus Allofs,1986,FALSE
Russia,Vasyl Rats,1986,FALSE
France,Luis Fernandez,1986,FALSE
Italy,Alessandro Altobelli,1986,FALSE
Argentina,Diego Maradona,1986,FALSE
Bulgaria,Plamen Getov,1986,FALSE
South Korea,Kim Jong-Boo,1986,FALSE
Brazil,Careca,1986,FALSE
Hungary,MÇ­rton EsterhÇ­zy,1986,FALSE
Hungary,Lajos DÇ¸tÇ­ri,1986,FALSE
Mexico,Luis Flores,1986,FALSE
Paraguay,Julio CÇ¸sar Romero,1986,FALSE
Spain,Emilio ButragueÇño,1986,FALSE
Spain,Julio Salinas,1986,FALSE
Northern Ireland,Colin Clarke,1986,FALSE
Poland,W?odzimierz Smolarek,1986,FALSE
Denmark,Preben Elkjaer,1986,FALSE
Denmark,SÇ÷ren Lerby,1986,FALSE
Uruguay,Enzo Francescoli,1986,FALSE
Denmark,Michael Laudrup,1986,FALSE
Denmark,Preben Elkjaer,1986,FALSE
Denmark,Preben Elkjaer,1986,FALSE
Denmark,Jesper Olsen,1986,FALSE
Scotland,Gordon Strachan,1986,FALSE
Germany,Rudi Vôller,1986,FALSE
Germany,Klaus Allofs,1986,FALSE
Belgium,Enzo Scifo,1986,FALSE
Belgium,Nico Claesen,1986,FALSE
Iraq,Ahmed Radhi,1986,FALSE
France,Yannick Stopyra,1986,FALSE
France,Jean Tigana,1986,FALSE
France,Dominique Rocheteau,1986,FALSE
Russia,Oleg Blokhin,1986,FALSE
Russia,Oleksandr Zavarov,1986,FALSE
Argentina,Jorge Valdano,1986,FALSE
Argentina,Jorge Burruchaga,1986,FALSE
Italy,Alessandro Altobelli,1986,FALSE
South Korea,Choi Soon-ho,1986,FALSE
Italy,Alessandro Altobelli,1986,FALSE
Italy,Cho Kwang-Rae,1986,TRUE
South Korea,Huh Jung-Moo,1986,FALSE
England,Gary Lineker,1986,FALSE
England,Gary Lineker,1986,FALSE
England,Gary Lineker,1986,FALSE
Mexico,Fernando Quirarte,1986,FALSE
Belgium,Franky Vercauteren,1986,FALSE
Paraguay,Roberto CabaÇñas,1986,FALSE
Belgium,Daniel Veyt,1986,FALSE
Paraguay,Roberto CabaÇñas,1986,FALSE
Morocco,Abderrazak Khairi,1986,FALSE
Morocco,Abderrazak Khairi,1986,FALSE
Morocco,Abdelkrim Merry,1986,FALSE
Portugal,Diamantino Miranda,1986,FALSE
Spain,RamÇün CalderÇ¸,1986,FALSE
Spain,RamÇün CalderÇ¸,1986,FALSE
Spain,Eloy,1986,FALSE
Brazil,Careca,1986,FALSE
Brazil,Josimar,1986,FALSE
Brazil,Careca,1986,FALSE
Denmark,Jesper Olsen,1986,FALSE
Denmark,John Eriksen,1986,FALSE
Mexico,Manuel Negrete Arias,1986,FALSE
Mexico,RaulServÇðn,1986,FALSE
Russia,Igor Belanov,1986,FALSE
Belgium,Enzo Scifo,1986,FALSE
Russia,Igor Belanov,1986,FALSE
Belgium,Jan Ceulemans,1986,FALSE
Belgium,StÇ¸phane Demol,1986,FALSE
Belgium,Nico Claesen,1986,FALSE
Russia,Igor Belanov,1986,FALSE
Argentina,Pedro Pasculli,1986,FALSE
Brazil,SÇücrates,1986,FALSE
Brazil,Josimar,1986,FALSE
Brazil,Edino Nazareth Filho,1986,FALSE
Brazil,Careca,1986,FALSE
France,Michel Platini,1986,FALSE
France,Yannick Stopyra,1986,FALSE
Germany,Lothar MatthÇÏus,1986,FALSE
Denmark,Jesper Olsen,1986,FALSE
Spain,Emilio ButragueÇño,1986,FALSE
Spain,Emilio ButragueÇño,1986,FALSE
Spain,Andoni Goikoetxea Olaskoaga,1986,FALSE
Spain,Emilio ButragueÇño,1986,FALSE
Spain,Emilio ButragueÇño,1986,FALSE
England,Gary Lineker,1986,FALSE
England,Peter Beardsley,1986,FALSE
England,Gary Lineker,1986,FALSE
Brazil,Careca,1986,FALSE
France,Michel Platini,1986,FALSE
Argentina,Diego Maradona,1986,FALSE
Argentina,Diego Maradona,1986,FALSE
England,Gary Lineker,1986,FALSE
Belgium,Jan Ceulemans,1986,FALSE
Spain,Juan Antonio SeÇñor,1986,FALSE
Argentina,Diego Maradona,1986,FALSE
Argentina,Diego Maradona,1986,FALSE
Germany,Andreas Brehme,1986,FALSE
Germany,Rudi Vôller,1986,FALSE
Belgium,Jan Ceulemans,1986,FALSE
France,Jean-Marc Ferreri,1986,FALSE
France,Jean-Pierre Papin,1986,FALSE
Belgium,Nico Claesen,1986,FALSE
France,Bernard Genghini,1986,FALSE
France,Manuel Amoros,1986,FALSE
Argentina,Jose¸ Luis Brown,1986,FALSE
Argentina,Jorge Valdano,1986,FALSE
Germany,Karl-Heinz Rummenigge,1986,FALSE
Germany,Rudi Vôller,1986,FALSE
Argentina,Jorge Burruchaga,1986,FALSE
Belgium,Nico Claesen,1986,FALSE
Republic of Ireland,Frank Stapleton,1986,FALSE
Belgium,Enzo Scifo,1986,FALSE
Republic of Ireland,Liam Brady,1986,FALSE
Finland,Ari Hjelm,1986,FALSE
Wales,Neil Slatter,1986,FALSE
Romania,Ô?tefan Iovan,1986,FALSE
Romania,Marius LŽŸcŽŸtuÔ?,1986,FALSE
Romania,Ô?tefan Iovan,1986,FALSE
Romania,Gheorghe Hagi,1986,FALSE
Iceland,ArnÇür GuÇøjohnsen,1986,FALSE
Russia,Tengiz Sulakvelidze,1986,FALSE
Sweden,Johnny EkstrÇôm,1986,FALSE
Sweden,Johnny EkstrÇôm,1986,FALSE
Russia,Igor Belanov,1986,FALSE
Russia,Vasyl Rats,1986,FALSE
Sweden,Glenn StrÇômberg,1986,FALSE
Portugal,Jose¸ Coelho,1986,FALSE
Belgium,Eric Gerets,1986,FALSE
Belgium,Nico Claesen,1986,FALSE
Belgium,Franky Vercauteren,1986,FALSE
Belgium,Nico Claesen,1986,FALSE
Belgium,Jan Ceulemans,1986,FALSE
Belgium,Nico Claesen,1986,FALSE
Austria,Andreas Ogris,1986,FALSE
Austria,Toni Polster,1986,FALSE
Austria,Manfred Linzmaier,1986,FALSE
Czechoslovakia,Petr JaneŽka,1986,FALSE
Czechoslovakia,Ivo KnoflÇðŽek,1986,FALSE
Czechoslovakia,Karel Kula,1986,FALSE
England,Gary Lineker,1986,FALSE
England,Chris Waddle,1986,FALSE
England,Gary Lineker,1986,FALSE
Netherlands,Marco van Basten,1986,FALSE
Poland,Dariusz Dziekanowski,1986,FALSE
Greece,Nikos Anastopoulos,1986,FALSE
Poland,Dariusz Dziekanowski,1986,FALSE
Denmark,Jens JÇ÷rn Bertelsen,1986,FALSE
German DR,Andreas Thom,1986,FALSE
German DR,Ulf Kirsten,1986,FALSE
Russia,Hennadiy Lytovchenko,1986,FALSE
Russia,Igor Belanov,1986,FALSE
Russia,Oleg Blokhin,1986,FALSE
Russia,Vagiz Khidiyatullin,1986,FALSE
Switzerland,Georges Bregy,1986,FALSE
Portugal,Manuel Fernandes,1986,FALSE
Yugoslavia,Zlatko VujoviŽ?,1986,FALSE
Yugoslavia,Zlatko VujoviŽ?,1986,FALSE
Yugoslavia,Dejan SaviŽ?eviŽ?,1986,FALSE
Yugoslavia,Zlatko VujoviŽ?,1986,FALSE
England,Gary Mabbutt,1986,FALSE
England,Viv Anderson,1986,FALSE
Greece,Tasos Mitropoulos,1986,FALSE
Greece,Nikos Anastopoulos,1986,FALSE
Hungary,Imre Boda,1986,FALSE
Scotland,Davie Cooper,1986,FALSE
Scotland,Davie Cooper,1986,FALSE
Scotland,Mo Johnston,1986,FALSE
Spain,MÇðchel,1986,FALSE
Italy,Roberto Donadoni,1986,FALSE
Switzerland,Jean-Paul Brigger,1986,FALSE
Italy,Alessandro Altobelli,1986,FALSE
Italy,Alessandro Altobelli,1986,FALSE
Switzerland,Martin Weber,1986,FALSE
Sweden,Glenn HysÇ¸n,1986,FALSE
Sweden,Mats Magnusson,1986,FALSE
Sweden,Stig Fredriksson,1986,FALSE
Sweden,Johnny EkstrÇôm,1986,FALSE
Sweden,Johnny EkstrÇôm,1986,FALSE
Belgium,Pier Janssen,1986,FALSE
Bulgaria,Lachezar Tanev,1986,FALSE
Albania,ShkÇ®lqim MuÇõa,1986,FALSE
Spain,Juan Carlos Arteche,1986,FALSE
Spain,JoaquÇðn,1986,FALSE
Greece,Kostas Antoniou,1986,FALSE
Cyprus,Evagoras Christofi,1986,FALSE
Cyprus,Giorgos Savvidis,1986,FALSE
Greece,Lakis Papaioannou,1986,FALSE
Greece,Kostas Batsinilas,1986,FALSE
Greece,Nikos Anastopoulos,1986,FALSE
Italy,Riccardo Ferri,1986,FALSE
Italy,Alessandro Altobelli,1986,FALSE
Netherlands,Ruud Gullit,1986,FALSE
Netherlands,John Bosman,1986,FALSE
Greece,Nikos Anastopoulos,1987,FALSE
Cyprus,Pavlos Savva,1987,FALSE
Greece,Andreas Bonovas,1987,FALSE
Greece,Nikos Anastopoulos,1987,FALSE
Italy,Salvatore Bagni,1987,FALSE
Italy,Giuseppe Bergomi,1987,FALSE
Italy,Alessandro Altobelli,1987,FALSE
Italy,Alessandro Altobelli,1987,FALSE
Italy,Gianluca Vialli,1987,FALSE
Hungary,Imre Boda,1987,FALSE
Italy,Alessandro Altobelli,1987,FALSE
Republic of Ireland,Mark Lawrenson,1987,FALSE
Greece,Dimitris Saravakos,1987,FALSE
Netherlands,Marco van Basten,1987,FALSE
Romania,Victor PiÔ?urcŽŸ,1987,FALSE
Albania,Sokol Kushta,1987,FALSE
Romania,LÇ­szlÇü BÇôlÇôni,1987,FALSE
Romania,Gheorghe Hagi,1987,FALSE
Romania,Gheorghe Hagi,1987,FALSE
Romania,Adrian Bumbescu,1987,FALSE
Portugal,Jorge PlÇ­cido,1987,FALSE
Malta,Dennis Mizzi,1987,FALSE
Malta,Carmel Busuttil,1987,FALSE
Portugal,Jorge PlÇ­cido,1987,FALSE
Spain,Eloy Olaya,1987,FALSE
Austria,Manfred Linzmaier,1987,FALSE
Spain,Eloy Olaya,1987,FALSE
Austria,Toni Polster,1987,FALSE
Spain,Francisco Jose¸ Carrasco,1987,FALSE
Belgium,Nico Claesen,1987,FALSE
Scotland,Paul McStay,1987,FALSE
Belgium,Nico Claesen,1987,FALSE
Belgium,Franky Vercauteren,1987,FALSE
Belgium,Nico Claesen,1987,FALSE
Bulgaria,Lachezar Tanev,1987,FALSE
Republic of Ireland,Frank Stapleton,1987,FALSE
Bulgaria,Lachezar Tanev,1987,FALSE
England,Steve Hodge,1987,FALSE
England,Chris Waddle,1987,FALSE
Wales,Ian Rush,1987,FALSE
Wales,Glyn Hodges,1987,FALSE
Wales,David Phillips,1987,FALSE
Wales,Andy Jones,1987,FALSE
Switzerland,Andre¸ Egli,1987,FALSE
Switzerland,Georges Bregy,1987,FALSE
Switzerland,Georges Bregy,1987,FALSE
Malta,Carmel Busuttil,1987,FALSE
Switzerland,Georges Bregy,1987,FALSE
Austria,Toni Polster,1987,FALSE
Denmark,Jan MÇ÷lby,1987,FALSE
France,Carmelo Micciche,1987,FALSE
France,Yannick Stopyra,1987,FALSE
Greece,Dimitris Saravakos,1987,FALSE
Netherlands,Ruud Gullit,1987,FALSE
Netherlands,Arnold MÇ¬hren,1987,FALSE
Northern Ireland,Colin Clarke,1987,FALSE
Yugoslavia,Dragan StojkoviŽ?,1987,FALSE
Yugoslavia,Zlatko VujoviŽ?,1987,FALSE
Romania,Victor PiÔ?urcŽŸ,1987,FALSE
Romania,Dorin MateuÔ?,1987,FALSE
Romania,Nicolae Ungureanu,1987,FALSE
Spain,RamÇün CalderÇ¸,1987,FALSE
Russia,Oleksandr Zavarov,1987,FALSE
Russia,Igor Belanov,1987,FALSE
Czechoslovakia,Ivo KnoflÇðŽek,1987,FALSE
Wales,Ian Rush,1987,FALSE
Bulgaria,Ayan Sadakov,1987,FALSE
Bulgaria,Nasko Sirakov,1987,FALSE
Luxembourg,Robby Langers,1987,FALSE
Bulgaria,Lachezar Tanev,1987,FALSE
Bulgaria,Hristo Kolev,1987,FALSE
Poland,Dariusz Marciniak,1987,FALSE
Hungary,IstvÇ­n Vincze,1987,FALSE
Poland,W?odzimierz Smolarek,1987,FALSE
Hungary,Lajos DÇ¸tÇ­ri,1987,FALSE
Hungary,Zoltan PÇ¸ter,1987,FALSE
Hungary,Lajos DÇ¸tÇ­ri,1987,FALSE
Poland,Roman WÇüjcicki,1987,FALSE
Hungary,TamÇ­s Preszeller,1987,FALSE
Bulgaria,Nasko Sirakov,1987,FALSE
Bulgaria,Georgi Yordanov,1987,FALSE
Bulgaria,Hristo Kolev,1987,FALSE
Sweden,Johnny EkstrÇôm,1987,FALSE
Republic of Ireland,Tony Galvin,1987,FALSE
Republic of Ireland,Ronnie Whelan,1987,FALSE
Denmark,Jan MÇ÷lby,1987,FALSE
Czechoslovakia,Ivan Ha­ek,1987,FALSE
German DR,Ralf Minge,1987,FALSE
German DR,Andreas Thom,1987,FALSE
German DR,Thomas Doll,1987,FALSE
German DR,Andreas Thom,1987,FALSE
German DR,Matthias DÇôschner,1987,FALSE
German DR,Andreas Thom,1987,FALSE
Russia,Oleksandr Zavarov,1987,FALSE
Sweden,Peter Larsson,1987,FALSE
Norway,Per Edmund Mordt,1987,FALSE
Norway,JÇ÷rn Andersen,1987,FALSE
Switzerland,Andre¸ Halter,1987,FALSE
Sweden,Johnny EkstrÇôm,1987,FALSE
Argentina,Diego Maradona,1987,FALSE
Peru,Luis Reyna,1987,FALSE
Brazil,EdÇ§ MarangÇün,1987,FALSE
Brazil,Zdenko Morovic,1987,TRUE
Brazil,Careca,1987,FALSE
Brazil,Nelson LuÇðs Kerchner,1987,FALSE
Brazil,Romario,1987,FALSE
Chile,Juan Carlos Letelier,1987,FALSE
Venezuela,Pedro Acosta,1987,FALSE
Chile,Jorge Contreras,1987,FALSE
Chile,Sergio Salgado,1987,FALSE
Colombia,Carlos Valderrama,1987,FALSE
Colombia,Arnoldo IguarÇ­n,1987,FALSE
Argentina,Claudio Caniggia,1987,FALSE
Argentina,Diego Maradona,1987,FALSE
Argentina,Diego Maradona,1987,FALSE
Chile,Ivo Basay,1987,FALSE
Chile,Juan Carlos Letelier,1987,FALSE
Chile,Ivo Basay,1987,FALSE
Chile,Juan Carlos Letelier,1987,FALSE
Ecuador,Hamilton Cuvi,1987,FALSE
Peru,Eugenio La Rosa,1987,FALSE
Colombia,Arnoldo IguarÇ­n,1987,FALSE
Colombia,Arnoldo IguarÇ­n,1987,FALSE
Colombia,Arnoldo IguarÇ­n,1987,FALSE
Colombia,Bernardo RedÇðn,1987,FALSE
Chile,Fernando Astengo,1987,FALSE
Chile,Jaime Vera,1987,FALSE
Uruguay,Antonio Alzamendi,1987,FALSE
Colombia,Gabriel Jaime GÇümez Jaramillo,1987,FALSE
Colombia,Juan Jairo Galeano,1987,FALSE
Argentina,Claudio Caniggia,1987,FALSE
Uruguay,Pablo Bengoechea,1987,FALSE
Finland,Ari Hjelm,1987,FALSE
Finland,Ismo Lius,1987,FALSE
Finland,Petri Tiainen,1987,FALSE
Norway,JÇ÷rn Andersen,1987,FALSE
Iceland,PÇ¸tur PÇ¸tursson,1987,FALSE
Iceland,PÇ¸tur Ormslev,1987,FALSE
Luxembourg,Armin Krings,1987,FALSE
Republic of Ireland,Frank Stapleton,1987,FALSE
Republic of Ireland,Paul McGrath,1987,FALSE
France,Jose¸ TourÇ¸,1987,FALSE
Russia,Oleksiy Mykhaylychenko,1987,FALSE
Wales,Mark Hughes,1987,FALSE
Bulgaria,Nasko Sirakov,1987,FALSE
Bulgaria,Lachezar Tanev,1987,FALSE
Iceland,Atli EÇøvaldsson,1987,FALSE
Poland,Dariusz Dziekanowski,1987,FALSE
Hungary,GyÇôrgy BognÇ­r,1987,FALSE
Poland,Ryszard Tarasiewicz,1987,FALSE
Poland,Marek Le?niak,1987,FALSE
Hungary,Ferenc MÇ¸szÇ­ros,1987,FALSE
Portugal,Fernando Gomes,1987,FALSE
German DR,Ulf Kirsten,1987,FALSE
Russia,Sergei Aleinikov,1987,FALSE
Denmark,Preben Elkjaer,1987,FALSE
England,John Barnes,1987,FALSE
England,Gary Lineker,1987,FALSE
England,John Barnes,1987,FALSE
England,Gary Lineker,1987,FALSE
England,Bryan Robson,1987,FALSE
England,Peter Beardsley,1987,FALSE
England,Gary Lineker,1987,FALSE
England,Neil Webb,1987,FALSE
France,Philippe Fargeon,1987,FALSE
Norway,Tom Sundby,1987,FALSE
Hungary,Lajos DÇ¸tÇ­ri,1987,FALSE
Hungary,GyÇôrgy BognÇ­r,1987,FALSE
Hungary,Ferenc MÇ¸szÇ­ros,1987,FALSE
Netherlands,Ruud Gullit,1987,FALSE
Netherlands,Ruud Gullit,1987,FALSE
Republic of Ireland,Paul McGrath,1987,FALSE
Republic of Ireland,Kevin Moran,1987,FALSE
Scotland,Ally McCoist,1987,FALSE
Scotland,Paul McStay,1987,FALSE
Spain,MÇðchel,1987,FALSE
Spain,Manuel SanchÇðs Hontiyuelo,1987,FALSE
Yugoslavia,Fadil Vokrri,1987,FALSE
Yugoslavia,Fadil Vokrri,1987,FALSE
Yugoslavia,Faruk HadóibegiŽ?,1987,FALSE
Romania,Michael Klein,1987,FALSE
German DR,Ulf Kirsten,1987,FALSE
Norway,Jan Kristian FjÇÝrestad,1987,FALSE
German DR,Andreas Thom,1987,FALSE
German DR,Ulf Kirsten,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Netherlands,Ruud Gullit,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Netherlands,Ronald Spelbos,1987,FALSE
Netherlands,John van 't Schip,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Russia,Igor Belanov,1987,FALSE
Russia,Oleh Protasov,1987,FALSE
Belgium,Jan Ceulemans,1987,FALSE
Belgium,Marc Degryse,1987,FALSE
Belgium,Peter CrÇùve,1987,FALSE
Scotland,Gary Mackay,1987,FALSE
Poland,Marek Le?niak,1987,FALSE
Czechoslovakia,Ivo KnoflÇðŽek,1987,FALSE
Czechoslovakia,Michal BÇðlek,1987,FALSE
Northern Ireland,Jimmy Quinn,1987,FALSE
England,Peter Beardsley,1987,FALSE
England,John Barnes,1987,FALSE
England,Bryan Robson,1987,FALSE
England,Tony Adams,1987,FALSE
Yugoslavia,SreŽko Katanec,1987,FALSE
Italy,Gianluca Vialli,1987,FALSE
Sweden,Peter Larsson,1987,FALSE
Italy,Gianluca Vialli,1987,FALSE
Switzerland,Hans-Peter Zwicker,1987,FALSE
Malta,Carmel Busuttil,1987,FALSE
German DR,Rainer Ernst,1987,FALSE
Spain,Jose¸ Mari Bakero,1987,FALSE
Spain,Jose¸ Mari Bakero,1987,FALSE
Spain,MÇðchel,1987,FALSE
Spain,Francisco Llorente Gento,1987,FALSE
Spain,Jose¸ Mari Bakero,1987,FALSE
Hungary,JÇüzsef Kiprich,1987,FALSE
Italy,Gianluca Vialli,1987,FALSE
Italy,Giuseppe Giannini,1987,FALSE
Italy,Luigi De Agostini,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Netherlands,Ronald Koeman,1987,FALSE
Netherlands,John Bosman,1987,FALSE
Netherlands,Ronald Koeman,1987,FALSE
Netherlands,Hans Gillhaus,1987,FALSE
Netherlands,Hans Gillhaus,1987,FALSE
Yugoslavia,Ljubomir RadanoviŽ?,1987,FALSE
Yugoslavia,SreŽko Katanec,1987,FALSE
Yugoslavia,Faruk HadóibegiŽ?,1987,FALSE
Turkey,Yusuf AltŽñnta?,1987,FALSE
Turkey,Feyyaz UÇõar,1987,FALSE
Portugal,Frederico Rosa,1987,FALSE
Algeria,Lakhdar Belloumi,1988,FALSE
Ivory Coast,Abdoulaye TraorÇ¸,1988,FALSE
Morocco,Abdelkrim Merry,1988,FALSE
DR Congo,Vita Lutonadio,1988,FALSE
Cameroon,Roger Milla,1988,FALSE
Nigeria,Rashidi Yekini,1988,FALSE
Nigeria,Humphrey Edobor,1988,FALSE
Nigeria,Ndubuisi Okosieme,1988,FALSE
DR Congo,EugÇùne Kabongo,1988,FALSE
Ivory Coast,Abdoulaye TraorÇ¸,1988,FALSE
Morocco,Mustafa El Haddaoui,1988,FALSE
Nigeria,Samuel Okwaraji,1988,FALSE
Cameroon,Roger Milla,1988,FALSE
Egypt,Gamal Abdelhamid,1988,FALSE
Egypt,Ayman Younes,1988,FALSE
Egypt,Gamal Abdelhamid,1988,FALSE
Algeria,Abdelkader Ferhaoui,1988,FALSE
Nigeria,Abdelrazak Belgharbi,1988,TRUE
Algeria,Rachid MaÇ½tar,1988,FALSE
Cameroon,Cyrille Makanaky,1988,FALSE
Morocco,Hassan Nader,1988,FALSE
Algeria,Lakhdar Belloumi,1988,FALSE
Cameroon,Emmanuel KundÇ¸,1988,FALSE
Northern Ireland,Jimmy Quinn,1988,FALSE
Northern Ireland,Steve Penney,1988,FALSE
Northern Ireland,Colin Clarke,1988,FALSE
Libya,Ezzewdin Bezan,1988,FALSE
Libya,Fawzi El-Aisawi,1988,FALSE
Libya,Ayad El-Ghadi,1988,FALSE
Italy,Roberto Mancini,1988,FALSE
Germany,Andreas Brehme,1988,FALSE
Spain,MÇðchel,1988,FALSE
Denmark,Michael Laudrup,1988,FALSE
Spain,Emilio ButragueÇño,1988,FALSE
Spain,Rafael Gordillo,1988,FALSE
Denmark,Flemming Povlsen,1988,FALSE
Republic of Ireland,Ray Houghton,1988,FALSE
Russia,Vasyl Rats,1988,FALSE
Germany,Juergen Klinsmann,1988,FALSE
Germany,Olaf Thon,1988,FALSE
Italy,Gianluca Vialli,1988,FALSE
Netherlands,Marco van Basten,1988,FALSE
England,Bryan Robson,1988,FALSE
Netherlands,Marco van Basten,1988,FALSE
Netherlands,Marco van Basten,1988,FALSE
Republic of Ireland,Ronnie Whelan,1988,FALSE
Russia,Oleh Protasov,1988,FALSE
Germany,Rudi Vôller,1988,FALSE
Germany,Rudi Vôller,1988,FALSE
Italy,Alessandro Altobelli,1988,FALSE
Italy,Luigi De Agostini,1988,FALSE
Russia,Sergei Aleinikov,1988,FALSE
England,Tony Adams,1988,FALSE
Russia,Oleksiy Mykhaylychenko,1988,FALSE
Russia,Viktor Pasulko,1988,FALSE
Netherlands,Wim Kieft,1988,FALSE
Germany,Lothar MatthÇÏus,1988,FALSE
Netherlands,Ronald Koeman,1988,FALSE
Netherlands,Marco van Basten,1988,FALSE
Russia,Hennadiy Lytovchenko,1988,FALSE
Russia,Oleh Protasov,1988,FALSE
Netherlands,Ruud Gullit,1988,FALSE
Netherlands,Marco van Basten,1988,FALSE
Burkina Faso,Gabriel Gnimassou,1988,FALSE
Burkina Faso,Jules Kadeba,1988,FALSE
Uganda,Sundayin Moriri,1988,FALSE
Malawi,Gilbert Chirwa,1988,FALSE
Malawi,Peterkins Kayira,1988,FALSE
Malawi,Lawrence Waya,1988,FALSE
Uganda,Sundayin Moriri,1988,FALSE
Tunisia,Bassam Jeridi,1988,FALSE
Tunisia,Nabil MaÇ½loul,1988,FALSE
Tunisia,Jameleddine Limam,1988,FALSE
Tunisia,Kais YÇ½akoubi,1988,FALSE
Tunisia,Jameleddine Limam,1988,FALSE
Guinea,Abdoulaye Emmerson,1988,FALSE
Guinea,Camara Toure,1988,FALSE
Guinea,Abdoulaye Emmerson,1988,FALSE
Liberia,George Weah,1988,FALSE
Liberia,James Debbah,1988,FALSE
Germany,Rudi Vôller,1988,FALSE
Germany,Rudi Vôller,1988,FALSE
Germany,Lothar MatthÇÏus,1988,FALSE
Germany,Karl-Heinz Riedle,1988,FALSE
Iceland,SigurÇøur GrÇ¸tarsson,1988,FALSE
Russia,Hennadiy Lytovchenko,1988,FALSE
Netherlands,Ruud Gullit,1988,FALSE
Scotland,Paul McStay,1988,FALSE
Norway,Jan Ç?ge FjÇ÷rtoft,1988,FALSE
Scotland,Mo Johnston,1988,FALSE
Switzerland,Alain Sutter,1988,FALSE
Switzerland,Kubilay Türkyılmaz,1988,FALSE
Switzerland,Beat Sutter,1988,FALSE
Switzerland,Kubilay Türkyılmaz,1988,FALSE
Luxembourg,Robby Langers,1988,FALSE
France,Jean-Pierre Papin,1988,FALSE
Iceland,GuÇømundur Torfason,1988,FALSE
Turkey,Ç?nal Karaman,1988,FALSE
Czechoslovakia,Ivan Ha­ek,1988,FALSE
Czechoslovakia,Jozef Chovanec,1988,FALSE
Belgium,Patrick Vervoort,1988,FALSE
Romania,Dorin MateuÔ?,1988,FALSE
